EmpID,LastName,FirstName,TeamCode,PosCode,PlayerNo,Age,Weight,Height,YearsOfExp,College
14724,Fulgham,Travis,PHE,WR,13,25,215,74,2,Old Dominion
67201,Anderson,Abdullah,MNV,DT,66,24,297,75,2,Bucknell
87767,Stocker,Luke,ATF,TE,88,32,253,77,10,Tennessee
12628,McPhee,Pernell,BLR,LB,90,31,269,75,10,Mississippi State
25993,Elliss,Kaden,NOS,LB,55,25,238,75,2,Idaho
57066,Morgan,James,NYJ,QB,4,23,229,76,0,Florida International
10772,Montgomery,Ty,NOS,RB,88,27,216,72,6,Stanford
20809,Morrow,Nicholas,LVR,LB,50,25,225,72,4,
65627,Brown,Noah,DLC,WR,85,24,215,74,4,Ohio State
51828,Mims,Denzel,NYJ,WR,11,23,207,75,0,Baylor
29325,Goff,Jared,LAR,QB,16,26,222,76,5,California
73265,Kroft,Tyler,BFB,TE,81,28,252,78,6,Rutgers
75293,Hollins,Justin,LAR,LB,58,24,248,77,2,Oregon
93334,Dennard,Darqueze,ATF,CB,34,29,205,71,7,Michigan State
96868,Scott,Vernon,GBP,S,36,23,202,74,0,TCU
94683,Gronkowski,Rob,TBB,TE,87,31,265,78,10,Arizona
65137,Freeman,Devonta,NYG,RB,31,28,206,68,7,Florida State
49023,Chaisson,K'Lavon,JKJ,LB,45,21,254,75,0,LSU
89031,Ryan,Matt,ATF,QB,2,35,217,76,13,Boston College
76398,Johnson,Jaylon,CHB,CB,33,21,195,72,0,Utah
86351,White,Kyzir,LAC,LB,44,24,216,74,3,West Virginia
44995,Hilliard,Dontrell,CLB,RB,25,25,202,71,3,Tulane
43553,Judon,Matthew,BLR,LB,99,28,261,75,5,Grand Valley State
11942,Cooper,Pharoh,CAP,WR,14,25,210,71,5,South Carolina
81715,Shepard,Sterling,NYG,WR,87,27,196,70,5,Oklahoma
89882,Wilson,Mack,CLB,LB,51,22,233,73,2,Alabama
66877,Pinter,Danny,INC,G,63,24,306,76,0,Ball State
60100,Alexander,Jaire,GBP,CB,23,23,196,70,3,Louisville
93022,Davis,Corey,TNT,WR,84,25,209,75,4,Western Michigan
63462,Chark Jr.,DJ,JKJ,WR,17,24,198,76,3,LSU
18261,Juszczyk,Kyle,SFN,FB,44,29,235,73,8,Harvard
63476,Pope,Troymaine,LAC,RB,35,26,205,68,3,Jacksonville State
70676,Lawrence,DeMarcus,DLC,DE,90,28,250,75,7,Boise State
99456,Gentry,Zach,PTS,TE,81,24,265,80,2,Michigan
64291,Ozigbo,Devine,JKJ,RB,22,24,225,74,2,Nebraska
95342,Ifedi,Germain,CHB,G,74,26,340,77,5,Texas A&M
65564,Williams,Shawn,CNB,S,36,29,212,72,8,Georgia
74918,McDermott,Conor,NYJ,OT,69,28,310,80,4,UCLA
92300,Joyner,Lamarcus,LVR,S,29,29,185,68,7,Florida State
24908,Adams,Davante,GBP,WR,17,27,215,73,7,Fresno State
41698,Driscoll,Jack,PHE,OT,63,23,312,77,0,Auburn
21123,Ngakoue,Yannick,BLR,DE,91,25,246,74,5,Maryland
72816,Holmes,Darnay,NYG,CB,30,22,195,70,0,UCLA
99103,Cole Sr.,Keelan,JKJ,WR,84,27,194,73,4,Kentucky Wesleyan
67792,Martin,Nick,HST,C,66,27,295,76,5,Notre Dame
48689,Berry,Jordan,PTS,P,4,29,195,77,6,Eastern Kentucky
98221,Williams,Preston,MMD,WR,18,23,218,77,2,Colorado State
61132,Maluia,Cassh,NEP,LB,46,22,248,72,0,Wyoming
56411,Ellis,Justin,BLR,DT,71,29,350,74,7,Louisiana Tech
63496,Carter,DeAndre,HST,WR,14,27,190,68,3,Sacramento State
63983,Smith-Schuster,JuJu,PTS,WR,19,23,215,73,4,USC
21594,Pinion,Bradley,TBB,P,8,26,229,77,6,Clemson
66774,Willis,Jordan,SFN,DE,78,25,270,76,4,Kansas State
80384,Crowder,Jamison,NYJ,WR,82,27,177,69,6,Duke
17511,Henry,Hunter,LAC,TE,86,25,250,77,5,Arkansas
78054,Foreman,D'Onta,TNT,RB,45,24,236,73,3,Texas
45250,Kelly,Dennis,TNT,OT,71,30,321,80,9,Purdue
62502,Robinson II,Allen,CHB,WR,12,27,216,74,7,Penn State
95175,Daniels,Darrell,AZC,TE,81,25,256,75,4,Washington
40376,Boston,Tre,CAP,S,33,28,205,73,7,North Carolina
59074,Pittman Jr.,Michael,INC,WR,11,23,223,76,0,USC
98307,Douglas,Rasul,CAP,CB,24,25,209,74,4,West Virginia
75196,Harris,Demone,KCC,DE,52,24,272,76,2,Buffalo
92361,Jackson,Dane,BFB,CB,30,23,180,71,0,Pittsburgh
80123,Williams,Trayveon,CNB,RB,32,23,206,68,2,Texas A&M
24087,Williams,Mike,LAC,WR,81,26,218,76,4,Clemson
10682,Parham Jr.,Donald,LAC,TE,89,23,237,80,1,Stetson
39857,Fountain,Daurice,INC,WR,10,24,210,74,2,Northern Iowa
68575,McCullers,Daniel,CHB,NT,75,28,352,79,7,Tennessee
66161,Jenkins,Janoris,NOS,CB,20,32,190,70,9,North Alabama
11489,Ferguson,Blake,MMD,LS,50,23,231,75,0,LSU
98489,Andrews,David,NEP,C,60,28,300,75,6,Georgia
70599,Brown Jr.,Orlando,BLR,OT,78,24,355,80,3,Oklahoma
28432,Broughton,Cortez,LAC,DT,91,24,293,74,2,Cincinnati
14518,Onwenu,Mike,NEP,G,71,22,350,75,0,Michigan
65969,Lindstrom,Chris,ATF,G,63,23,307,76,2,Boston College
44678,Schlottmann,Austin,DVB,G,71,25,300,78,2,TCU
66228,Mustipher,Sam,CHB,C,67,24,311,74,1,Notre Dame
75315,Roby,Bradley,HST,CB,21,28,194,71,7,Ohio State
35161,Hamilton,DaeSean,DVB,WR,17,25,206,73,3,Penn State
75258,Rodgers,Richard,PHE,TE,85,28,257,76,6,California
36878,Cannon,Trenton,CAP,RB,36,26,185,71,3,Virginia State
26450,Williams,Jonathan,DTL,RB,33,26,217,72,5,Arkansas
21104,March,Justin,DLC,LB,59,27,228,71,6,Akron
97775,Fackrell,Kyler,NYG,LB,51,28,245,77,5,Utah State
38736,Ervin,Tyler,GBP,RB,32,27,192,70,5,San Jose State
98091,Watt,J.J.,HST,DE,99,31,288,77,10,Wisconsin
66253,Greenlaw,Dre,SFN,LB,57,23,230,72,2,Arkansas
63444,Holder,Alijah,DVB,S,49,24,188,74,1,Stanford
17278,Murray,Latavius,NOS,RB,28,30,230,75,8,UCF
36657,Webster,Nsimba,LAR,WR,14,24,180,70,2,Eastern Washington
35209,Williams,Nick,DTL,DT,97,30,310,76,6,Samford
76467,Compton,Tom,SFN,G,66,31,315,78,8,South Dakota
30411,Boyle,Nick,BLR,TE,86,27,270,76,6,Delaware
10026,Castillo,Sergio,NYJ,K,6,30,195,71,1,West Texas A&M
90946,Odenigbo,Ifeadi,MNV,DE,95,26,258,75,3,Northwestern
94331,Perine,Samaje,CNB,RB,34,25,240,71,4,Oklahoma
76768,Thomas,Mike,CNB,WR,80,26,189,73,5,Southern Miss
53745,Wallace,K'Von,PHE,S,42,23,205,71,0,Clemson
89026,Jackson,Lamar,BLR,QB,8,23,212,74,3,Louisville
16827,Spencer,Diontae,DVB,WR,11,28,170,68,2,McNeese State
43080,Hudson,Rodney,LVR,C,61,31,315,74,10,Florida State
29507,Smythe,Durham,MMD,TE,81,25,260,78,3,Notre Dame
66402,Costin,Doug,JKJ,DT,58,23,295,74,0,Miami (OH)
41982,Morstead,Thomas,NOS,P,6,34,235,76,12,SMU
75929,Perry,Malcolm,MMD,RB,10,23,175,70,0,Navy
90396,Johnson,Jaleel,MNV,DT,94,26,316,75,4,Iowa
36522,Taylor,Adarius,CAP,LB,57,30,230,72,6,Florida Atlantic
92845,McCoy,Colt,NYG,QB,12,34,212,73,11,Texas
86300,Dupree,Bud,PTS,LB,48,27,269,76,6,Kentucky
62347,Jefferson,Van,LAR,WR,12,24,200,73,0,Florida
48818,Grant,Jakeem,MMD,WR,19,28,171,67,5,Texas Tech
40969,Williamson,Avery,PTS,LB,,28,246,73,7,Kentucky
96432,Williams,Vince,PTS,LB,98,30,233,73,8,Florida State
96699,Hill,Josh,NOS,TE,89,30,250,77,8,Idaho State
27803,Ward,Greg,PHE,WR,84,25,190,71,2,Houston
89359,Jackson III,William,CNB,CB,22,28,196,72,5,Houston
80441,Auclair,Antony,TBB,TE,82,27,256,78,4,
48831,Tuioti-Mariner,Jacob,ATF,DT,91,24,285,74,2,UCLA
68188,Burgess,James,GBP,LB,57,26,230,72,4,Louisville
28990,Milton,Chris,TNT,CB,30,28,190,71,5,Georgia Tech
38504,Sims,Cam,WAS,WR,89,24,190,77,3,Alabama
72538,Bledsoe,Amani,CNB,DE,91,22,280,76,1,Oklahoma
85537,Fitzgerald,Larry,AZC,WR,11,37,218,75,17,Pittsburgh
87669,Long Jr.,David,TNT,LB,51,24,227,71,2,West Virginia
80417,Hudson,Tanner,TBB,TE,88,25,239,77,2,Southern Arkansas
43160,Herndon,Chris,NYJ,TE,89,24,253,76,3,Miami (FL)
17777,Hodge,KhaDarel,CLB,WR,12,25,205,74,3,Prairie View A&M
45208,Bolles,Garett,DVB,OT,72,28,300,77,4,Utah
22269,Dozier,Dakota,MNV,G,78,29,312,76,7,Furman
27225,Pierce,Artavis,CHB,RB,46,24,208,71,0,Oregon State
65247,Covington,Christian,CNB,DT,99,27,305,74,6,Rice
59391,Vaughn,Ke'Shawn,TBB,RB,30,23,214,70,0,Vanderbilt
85605,Hollman,Ka'dar,GBP,CB,29,26,196,72,2,Toledo
67432,Dickerson,Matt,TNT,DE,92,24,292,77,3,UCLA
31577,Robey-Coleman,Nickell,PHE,CB,31,28,180,68,8,USC
80342,Jackson,Chris,TNT,CB,35,22,193,70,0,Marshall
72935,Dallas,DeeJay,STS,RB,31,22,217,70,0,Miami (FL)
86784,Igbinoghene,Noah,MMD,CB,23,20,197,71,0,Auburn
13078,Charlton,Taco,KCC,DE,94,26,270,78,4,Michigan
39798,Brown,Malcolm,LAR,RB,34,27,222,71,5,Texas
55676,Tuttle,Shy,NOS,DT,99,25,300,75,2,Tennessee
87100,Johnson,Bisi,MNV,WR,81,23,204,72,2,Colorado State
57354,Blackson,Angelo,AZC,DE,96,27,319,76,6,Auburn
12861,Howard,Xavien,MMD,CB,25,27,198,73,5,Baylor
75494,Beebe,Chad,MNV,WR,12,26,183,70,3,Northern Illinois
62529,Davis,Raekwon,MMD,DT,98,23,330,79,0,Alabama
87296,Richard,Jalen,LVR,RB,30,27,205,68,5,Southern Miss
82521,Dixon,Riley,NYG,P,9,27,226,77,5,Syracuse
49571,Dye,Troy,MNV,LB,45,24,231,75,0,Oregon
80645,Snead IV,Willie,BLR,WR,83,28,200,71,6,Ball State
49994,Schreck,Mason,CNB,TE,86,27,252,77,3,Buffalo
71253,Harper,Madre,NYG,CB,45,23,196,73,0,Southern Illinois
15748,Gordon III,Melvin,DVB,RB,25,27,215,73,6,Wisconsin
84724,Flacco,Joe,NYJ,QB,5,35,245,78,13,Delaware
75298,Badgley,Michael,LAC,K,4,25,183,70,3,Miami (FL)
66054,Ogunbowale,Dare,JKJ,RB,33,26,205,70,2,Wisconsin
16251,Allen,Brian,LAR,C,55,25,303,74,3,Michigan State
36129,Johnson,David,HST,RB,31,28,224,73,6,Northern Iowa
57136,Jensen,Ryan,TBB,C,66,29,319,76,7,Colorado State-Pueblo
90679,Young,Sam,LVR,OT,70,33,302,80,11,Notre Dame
86925,Okorafor,Chukwuma,PTS,OT,76,23,320,78,3,Western Michigan
59437,O'Neill,Brian,MNV,OT,75,25,297,79,3,Pittsburgh
45852,Quinn,Robert,CHB,LB,94,30,250,76,10,North Carolina
26824,Allen,Jonathan,WAS,DT,93,25,300,75,4,Alabama
64620,Adeniji,Hakeem,CNB,G,77,22,302,76,0,Kansas
62747,Ebukam,Samson,LAR,LB,50,25,245,75,4,Eastern Washington
92371,Koo,Younghoe,ATF,K,7,26,195,70,2,Georgia Southern
16833,Taylor,Tyrod,LAC,QB,5,31,215,73,10,Virginia Tech
96794,Peterson,Patrick,AZC,CB,21,30,203,73,10,LSU
13466,McCray,Justin,ATF,G,65,28,310,75,4,UCF
87597,Stone,Geno,BLR,S,26,21,207,71,0,Iowa
20474,Payne,Daron,WAS,DT,94,23,320,75,3,Alabama
59034,Peterman,Nathan,LVR,QB,3,26,225,74,4,Pittsburgh
68684,Whitehead,Jordan,TBB,S,33,23,198,70,3,Pittsburgh
18748,Kpassagnon,Tanoh,KCC,DE,92,26,289,79,4,Villanova
46822,Cowart,Byron,NEP,DT,99,24,300,75,2,Maryland
86576,Sheffield,Kendall,ATF,CB,20,24,212,70,2,Ohio State
33659,Jackson,Kareem,DVB,S,22,32,183,70,11,Alabama
22750,Elliott,DeShon,BLR,S,32,23,210,73,3,Texas
84671,Washington,DeAndre,MMD,RB,30,27,210,68,5,Texas Tech
52830,Waller,Darren,LVR,TE,83,28,255,78,4,Georgia Tech
78027,Finney,B.J.,CNB,C,61,29,318,76,5,Kansas State
90233,Diggs,Trevon,DLC,CB,27,22,203,73,0,Alabama
17962,Jones,Joe,DVB,LB,43,26,231,72,4,Northwestern
66390,Kupp,Cooper,LAR,WR,10,27,208,74,4,Eastern Washington
45843,Allen,Marcus,PTS,LB,27,24,215,74,2,Penn State
75462,Metellus,Josh,MNV,S,44,22,209,71,0,Michigan
51238,Blough,David,DTL,QB,10,25,205,73,2,Purdue
16654,Coward,Rashaad,CHB,OT,69,26,319,77,3,Old Dominion
12568,Van Ginkel,Andrew,MMD,LB,43,25,242,76,2,Wisconsin
23179,Watson,Justin,TBB,WR,17,24,215,75,3,Pennsylvania
37356,Harris,Anthony,MNV,S,41,29,202,73,6,Virginia
96841,Scott,Boston,PHE,RB,35,25,203,66,2,Louisiana Tech
69952,Nauta,Isaac,DTL,TE,89,23,244,75,2,Georgia
23027,Mauro,Josh,AZC,DE,69,29,290,78,7,Stanford
26542,Woods,Xavier,DLC,S,25,25,212,71,4,Louisiana Tech
88078,Verrett,Jason,SFN,CB,22,29,188,70,7,TCU
79031,Parks,Will,PHE,S,28,26,194,73,5,Arizona
42125,Lawson,Carl,CNB,DE,58,25,265,74,4,Auburn
22042,Jarrett,Grady,ATF,DT,97,27,305,72,6,Clemson
24568,Buggs,Isaiah,PTS,DE,96,24,295,75,2,Alabama
25536,Ingram II,Mark,BLR,RB,21,30,210,69,10,Alabama
39620,Cunningham,Korey,NEP,OT,74,25,311,78,3,Cincinnati
88320,Niemann,Ben,KCC,LB,56,25,235,74,3,Iowa
32561,Nichols,Bilal,CHB,NT,98,24,299,76,3,Delaware
54133,Bobenmoyer,Jacob,DVB,LS,46,23,235,74,0,Northern Colorado
63526,Cardona,Joe,NEP,LS,49,28,245,75,6,Navy
88812,Pocic,Ethan,STS,G,77,25,320,78,4,LSU
74095,Davis,Mike,CAP,RB,28,27,220,69,6,South Carolina
63144,Dangerfield,Jordan,PTS,S,37,29,199,71,4,Towson
20804,Thompson,Deionte,AZC,S,22,23,195,73,2,Alabama
83565,Williams,Marcus,NOS,S,43,24,195,73,4,Utah
44387,Mattison,Alexander,MNV,RB,25,22,220,71,2,Boise State
92988,Swaim,Geoff,TNT,TE,87,27,260,76,6,Texas
78460,Willis,Khari,INC,S,37,24,213,71,2,Michigan State
98315,Clark,Frank,KCC,DE,55,27,260,75,6,Michigan
47124,Ward,Jihad,BLR,DE,53,26,287,77,5,Illinois
96003,McDonald,Vance,PTS,TE,89,30,267,76,8,Rice
48503,Landry,Jarvis,CLB,WR,80,27,196,71,7,LSU
18477,Parker,Brandon,LVR,OT,75,25,320,80,3,North Carolina A&T
63605,Wilson,Cedrick,DLC,WR,11,25,195,74,3,Boise State
13314,Dahl,Joe,DTL,G,66,27,310,76,5,Washington State
64690,McGary,Kaleb,ATF,OT,76,25,306,78,2,Washington
76256,Gholston,William,TBB,DE,92,29,281,78,8,Michigan State
28487,Becton,Mekhi,NYJ,OT,77,21,363,79,0,Louisville
67217,Andrews,Josh,NYJ,C,68,29,298,74,5,Oregon State
11215,Nunez-Roches,Rakeem,TBB,DT,56,27,307,74,6,Southern Miss
51903,Sanders,Emmanuel,NOS,WR,17,33,180,71,11,SMU
48380,Martin,Wes,WAS,G,67,24,315,75,2,Indiana
17854,Drake,Kenyan,AZC,RB,41,26,211,73,5,Alabama
40783,Davison,Tyeler,ATF,DT,96,28,309,74,6,Fresno State
78291,Greenidge,Ethan,NOS,OT,73,23,335,76,2,Villanova
55825,Wilson,Jarrod,JKJ,S,26,26,210,74,5,Michigan
90693,Castonzo,Anthony,INC,OT,74,32,307,79,10,Boston College
43994,Olonilua,Sewo,DLC,FB,45,22,240,75,0,TCU
40001,Smith,Ito,ATF,RB,25,25,195,69,3,Southern Miss
21763,Amos,Adrian,GBP,S,31,27,214,72,6,Penn State
68298,Thompson,Colin,CAP,TE,86,26,255,76,1,Temple
43520,Brown,Cam,NYG,LB,47,22,233,77,0,Penn State
79793,Lattimore,Marshon,NOS,CB,23,24,192,72,4,Ohio State
51145,Gallman,Wayne,NYG,RB,22,26,216,72,4,Clemson
80518,Ricard,Patrick,BLR,FB,42,26,303,75,4,Maine
86941,Roach,Malcolm,NOS,DE,97,22,290,75,0,Texas
41124,Jefferson,Malik,LAC,LB,46,23,240,74,3,Texas
72830,Nixon,Keisean,LVR,CB,22,23,200,70,2,South Carolina
62323,Claypool,Chase,PTS,WR,11,22,238,76,0,Notre Dame
57313,Clement,Corey,PHE,RB,30,26,220,70,4,Wisconsin
65694,Ladouceur,L.P.,DLC,LS,91,39,256,77,16,California
26413,Coulter,Isaiah,HST,WR,82,22,190,75,0,Rhode Island
77711,Pennel,Mike,KCC,DT,64,29,332,76,7,Colorado State-Pueblo
59343,Opeta,Sua,PHE,G,78,24,305,76,1,Weber State
50020,Hart,Bobby,CNB,OT,68,26,310,77,6,Florida State
40736,Anderson,Stephen,LAC,TE,82,27,230,75,3,California
46447,Bostic,Jon,WAS,LB,53,29,245,73,8,Florida
41335,Marpet,Ali,TBB,G,74,27,307,76,6,Hobart
54290,Colquitt,Britton,MNV,P,2,35,210,75,11,Tennessee
49730,Wells,Josh,TBB,OT,72,29,306,78,6,James Madison
34864,Teller,Wyatt,CLB,G,77,25,315,76,3,Virginia Tech
57061,Adderley,Nasir,LAC,S,24,23,206,72,2,Delaware
17101,Higgins,Rashard,CLB,WR,82,26,198,73,5,Colorado State
43241,Shelley,Duke,CHB,CB,20,24,178,69,2,Kansas State
12278,Quessenberry,Scott,LAC,C,61,25,310,75,3,UCLA
24412,Forbath,Kai,LAR,K,2,33,197,71,7,UCLA
11903,Reeder,Troy,LAR,LB,51,26,245,75,2,Delaware
15228,Hardman,Mecole,KCC,WR,17,22,187,70,2,Georgia
64759,Smith,Vyncint,NYJ,WR,17,24,202,75,3,Limestone
93607,Thomas,Ian,CAP,TE,80,24,260,76,3,Indiana
21155,Price,Billy,CNB,C,53,26,310,76,3,Ohio State
24852,Olsen,Greg,STS,TE,88,35,255,77,14,Miami (FL)
71703,Barkley,Matt,BFB,QB,5,30,234,74,8,USC
48349,Townsend,Tommy,KCC,P,5,23,176,73,0,Florida
93441,Hill,Holton,MNV,CB,24,23,196,74,3,Texas
97763,Hughes,Jerry,BFB,DE,55,32,254,74,11,TCU
21841,Mullen,Trayvon,LVR,CB,27,23,200,74,2,Clemson
61925,Moss,Zack,BFB,RB,20,22,205,69,0,Utah
23635,Hyde,Micah,BFB,S,23,29,197,72,8,Iowa
38812,Singletary,Devin,BFB,RB,26,23,203,67,2,Florida Atlantic
36980,Queen,Patrick,BLR,LB,48,21,232,72,0,LSU
42286,Summers,Ty,GBP,LB,44,24,241,73,2,TCU
87131,Zeitler,Kevin,NYG,G,70,30,330,76,9,Wisconsin
80172,Apke,Troy,WAS,S,30,25,205,73,3,Penn State
65843,Smith,Preston,GBP,LB,91,27,265,77,6,Mississippi State
74068,Settle,Tim,WAS,DT,97,23,308,75,3,Virginia Tech
82996,Tevi,Sam,LAC,OT,69,25,315,77,4,Utah
29421,Senat,Deadrin,ATF,DT,94,26,305,73,3,South Florida
54181,Allen,Josh,BFB,QB,17,24,237,77,3,Wyoming
23323,Maye,Marcus,NYJ,S,20,27,207,72,4,Florida
41405,Ollison,Qadree,ATF,RB,30,24,232,73,2,Pittsburgh
58417,Lemieux,Shane,NYG,G,66,23,310,76,0,Oregon
58987,Stanford,Julian,CAP,LB,50,30,230,73,7,Wagner
44269,Reed Jr.,D.J.,STS,CB,32,23,193,69,3,Kansas State
48988,Spillane,Robert,PTS,LB,41,24,229,73,2,Western Michigan
60454,Davis,Sean,PTS,S,21,27,202,73,5,Maryland
52765,Morse,Mitch,BFB,C,60,28,305,78,6,Missouri
43631,Wynn,Isaiah,NEP,OT,76,24,310,74,3,Georgia
66356,Clark,Kenny,GBP,DT,97,25,314,75,5,UCLA
63376,Brown,Antonio,TBB,WR,81,32,185,70,10,Central Michigan
45241,Board,Chris,BLR,LB,49,25,237,74,3,North Dakota State
51032,Wright,K.J.,STS,LB,50,31,246,76,10,Mississippi State
19768,McRae,Tony,DTL,CB,34,27,185,70,4,North Carolina A&T
55587,Neal,Keanu,ATF,S,22,25,211,72,5,Florida
51526,Darby,Ronald,WAS,CB,23,26,193,71,6,Florida State
51702,Rush,Cooper,DLC,QB,10,26,225,75,4,Central Michigan
25574,Harris,Erik,LVR,S,25,30,220,74,5,California (PA)
12120,Boone,Mike,MNV,RB,23,25,206,70,3,Cincinnati
35734,Kirk,Christian,AZC,WR,13,23,200,71,3,Texas A&M
85758,Clark,Cameron,NYJ,OT,72,22,308,76,0,Charlotte
25951,Tonyan,Robert,GBP,TE,85,26,237,77,3,Indiana State
79729,Brewer,Aaron,TNT,C,62,23,274,73,0,Texas State
25544,Barrett,Shaquil,TBB,LB,58,27,250,74,7,Colorado State
14543,Burton,Michael,NOS,FB,32,28,240,72,6,Rutgers
47968,Kareem,Khalid,CNB,DE,90,22,268,76,0,Notre Dame
69901,O'Donnell,Pat,CHB,P,16,29,212,76,7,Miami (FL)
66928,Atkins,Geno,CNB,DT,97,32,300,73,11,Georgia
80164,Okereke,Bobby,INC,LB,58,24,235,73,2,Stanford
75388,Borders,Breon,TNT,CB,39,25,189,72,2,Duke
89297,Jefferson,Quinton,BFB,DT,90,27,291,76,5,Maryland
35264,Marshall,Trey,DVB,S,36,24,207,72,2,Florida State
21738,Beathard,C.J.,SFN,QB,3,26,215,74,4,Iowa
51988,Harmon,Duron,DTL,S,26,29,205,73,8,Rutgers
82472,Wagner,Rick,GBP,OT,71,31,315,78,8,Wisconsin
55549,Holmes,Jalyn,MNV,DE,90,24,283,77,3,Ohio State
86899,Akers,Cam,LAR,RB,23,21,217,70,0,Florida State
30501,Woodside,Logan,TNT,QB,5,25,213,73,1,Toledo
81316,Fox,Jack,DTL,P,3,24,215,74,1,Rice
29666,Mundt,Johnny,LAR,TE,82,25,233,76,3,Oregon
22603,Matiscik,Ross,JKJ,LS,46,24,235,72,0,Baylor
41402,Ramsey,Randy,GBP,LB,56,25,238,75,1,Arkansas
58737,Gaines,Phillip,HST,CB,29,29,193,72,7,Rice
27323,Egbule,Emeke,LAC,LB,51,24,245,74,2,Houston
24450,Canaday,Kameron,PTS,LS,57,28,245,76,4,Portland State
82604,Beachum,Kelvin,AZC,OT,68,31,308,75,9,SMU
21238,Howard,Tytus,HST,OT,71,24,322,77,2,Alabama State
46775,Goedert,Dallas,PHE,TE,88,25,256,77,3,South Dakota State
59422,Smith,Saivion,DLC,CB,32,23,200,73,1,Alabama
90198,Gould,Robbie,SFN,K,9,37,190,72,16,Penn State
10805,Goodwin,C.J.,DLC,CB,29,30,187,75,5,California (PA)
49717,Murray,Eric,HST,S,23,26,199,71,5,Minnesota
67869,Mack,Khalil,CHB,LB,52,29,260,75,7,Buffalo
14372,Izzo,Ryan,NEP,TE,85,24,255,77,3,Florida State
47553,Stewart Jr.,M.J.,CLB,CB,36,25,200,71,3,North Carolina
57711,Kendricks,Eric,MNV,LB,54,28,232,72,6,UCLA
