EmpID,LastName,FirstName,TeamCode,PosCode,PlayerNo,Age,Weight,Height,YearsOfExp,College
14257,Stallworth,Taylor,INC,DT,76,25,305,74,2,South Carolina
58640,Carrier,Derek,LVR,TE,85,30,240,75,8,Beloit College
88008,Stick,Easton,LAC,QB,2,25,224,73,2,North Dakota State
43437,Iyiegbuniwe,Joel,CHB,LB,45,25,232,73,3,Western Kentucky
43258,Perriman,Breshad,NYJ,WR,19,27,215,73,6,UCF
49971,Wolfe,Derek,BLR,DE,95,30,285,77,9,Cincinnati
48442,Polite,Jachai,LAR,LB,95,22,258,75,1,Florida
42068,Randall,Damarious,STS,S,36,28,196,71,6,Arizona State
31312,Brady,Tom,TBB,QB,12,43,225,76,21,Michigan
29584,Linder,Brandon,JKJ,C,65,28,315,78,7,Miami (FL)
45354,Johnson,Tyler,TBB,WR,18,22,206,73,0,Minnesota
72552,Reid,Caraun,JKJ,DT,92,28,292,74,6,Princeton
68437,Rodgers,Jake,DVB,OT,69,29,320,78,2,Eastern Washington
78913,Nurse,Josh,JKJ,CB,33,24,200,75,0,Utah
27023,Thompson,Jalen,AZC,S,34,22,190,71,2,Washington State
57538,Dobbins,J.K.,BLR,RB,27,21,212,70,0,Ohio State
30914,Henry,Derrick,TNT,RB,22,26,247,75,5,Alabama
60297,Jeudy,Jerry,DVB,WR,10,21,193,73,0,Alabama
11009,Greenard,Jonathan,HST,LB,52,23,263,75,0,Florida
18457,Wilson,Brandon,CNB,S,40,26,200,70,4,Houston
21769,Hargreaves III,Vernon,HST,CB,26,25,204,70,5,Florida
51256,Addae,Jahleel,LAC,S,36,30,195,70,8,Central Michigan
82322,Riley,Duke,PHE,LB,50,26,224,73,4,LSU
51482,Bailey,Markus,CNB,LB,51,23,235,72,0,Purdue
46830,Gaillard,Lamont,AZC,C,53,24,305,75,2,Georgia
15914,Smith,Jonnu,TNT,TE,81,25,248,75,4,Florida International
30745,Smith,Jimmy,BLR,CB,22,32,210,74,10,Colorado
64796,Johnson,Collin,JKJ,WR,19,23,222,78,0,Texas
22061,Wreh-Wilson,Blidi,ATF,CB,33,30,190,73,7,Connecticut
25381,Onyemata,David,NOS,DT,93,27,300,76,5,Manitoba
81991,Hawkins,Jerald,PTS,OT,65,27,305,78,5,LSU
75081,Gray,Derwin,PTS,OT,77,25,320,76,1,Maryland
69144,Christian Sr.,Geron,WAS,OT,74,24,315,78,3,Louisville
84942,Toliver II,Kevin,DVB,CB,22,24,199,74,3,LSU
48866,Hambright,Arlington,CHB,G,71,24,315,77,0,Colorado
82584,Bell,Le'Veon,KCC,RB,26,28,225,73,7,Michigan State
41612,Penny,Elijhaa,NYG,RB,39,27,250,73,4,Idaho
82645,Fuller,Kyle,STS,C,61,26,320,77,2,Baylor
83914,Carter,Ron'Dell,INC,DE,95,23,269,75,0,James Madison
47408,Sanchez,Rigoberto,INC,P,8,26,195,72,4,Hawai'i'
34487,Brunson,TJ,NYG,LB,35,22,230,73,0,South Carolina
52764,Bass,Tyler,BFB,K,2,23,183,70,0,Georgia Southern
34798,Westbrook-Ikhine,Nick,TNT,WR,15,23,211,74,0,Indiana
56108,Cashman,Blake,NYJ,LB,53,24,237,73,2,Minnesota
25611,Hennessy,Matt,ATF,C,61,22,295,76,0,Temple
60714,Peters,Corey,AZC,DT,98,32,335,75,11,Kentucky
88234,Hicks,Akiem,CHB,DT,96,30,347,76,9,U Regina ca
49585,Seals-Jones,Ricky,KCC,TE,83,25,243,77,4,Texas A&M
28312,Shepherd,Nathan,NYJ,DT,97,27,315,76,3,Fort Hays State
45942,Smith,Ryan,TBB,CB,29,27,189,71,5,North Carolina Central
92168,Thornhill,Juan,KCC,S,22,25,205,72,2,Virginia
76992,Ward,Jimmie,SFN,CB,20,29,195,71,7,Northern Illinois
64784,Grier,Will,CAP,QB,7,25,220,73,2,West Virginia
98068,Koch,Sam,BLR,P,4,38,222,73,15,Nebraska
46099,Smith,Roquan,CHB,LB,58,23,230,72,3,Georgia
15539,Davis,Demario,NOS,LB,56,31,248,74,9,Arkansas State
47943,Winn,Billy,GBP,DE,93,31,300,76,7,Boise State
56542,Love,Julian,NYG,CB,20,22,195,71,2,Notre Dame
59930,Cole,AJ,LVR,P,6,24,220,76,2,North Carolina State
92411,Brockers,Michael,LAR,DT,90,29,305,77,9,LSU
51331,Minshew II,Gardner,JKJ,QB,15,24,225,73,2,Washington State
35903,Peoples-Jones,Donovan,CLB,WR,11,21,212,74,0,Michigan
22882,Jones,Josh,AZC,OT,79,23,319,77,0,Houston
18852,Carter,Jermaine,CAP,LB,56,25,225,73,3,Maryland
53001,Moton,Taylor,CAP,OT,72,26,325,77,4,Western Michigan
72608,Elliott,Jake,PHE,K,4,25,167,69,4,Memphis
76713,Jones-Smith,Jaryd,LVR,OT,72,25,345,79,1,Pittsburgh
94815,Moore,Tarvarius,SFN,S,33,24,200,74,3,Southern Miss
43680,Savage,Darnell,GBP,S,26,23,198,71,2,Maryland
89481,Hamilton,Justin,DLC,DT,79,27,315,74,4,Louisiana-Lafayette
89343,Rhodes,Luke,INC,LS,46,27,238,74,4,William & Mary
45300,Jones,Brandon,MMD,S,29,22,191,72,0,Texas
89980,McKissic,J.D.,WAS,RB,41,27,195,70,4,Arkansas State
16946,DiNucci,Ben,DLC,QB,7,23,215,74,0,James Madison
48994,Godwin,Chris,TBB,WR,14,24,209,73,4,Penn State
36148,Turner,Ezekiel,AZC,LB,47,24,214,74,3,Washington
68149,Johnson,Austin,NYG,DT,98,26,314,76,5,Penn State
94089,Kelce,Travis,KCC,TE,87,31,260,77,8,Cincinnati
93185,Rypien,Brett,DVB,QB,4,24,202,74,1,Boise State
49272,Hunt,Kareem,CLB,RB,27,25,216,71,4,Toledo
22754,Davis,Ashtyn,NYJ,S,32,24,202,73,0,California
20519,Crosby,Tyrell,DTL,OT,65,25,315,76,3,Oregon
66057,Boyd,Tyler,CNB,WR,83,25,203,74,5,Pittsburgh
53339,Williams,Darrel,KCC,RB,31,25,224,71,3,LSU
12002,Harris,Marcell,SFN,S,36,26,215,72,3,Florida
99283,Jordan,Michael,CNB,G,60,22,315,78,2,Ohio State
74355,Washington,James,PTS,WR,13,24,213,71,3,Oklahoma State
91597,Adams,Montravius,GBP,DT,90,25,304,76,4,Auburn
79446,Crosby,Mason,GBP,K,2,36,207,73,14,Colorado
43969,Dunlap,Carlos,STS,DE,96,31,285,78,11,Florida
48569,Feiler,Matt,PTS,OT,71,28,330,78,4,Bloomsburg
71946,Attaochu,Jeremiah,DVB,LB,97,27,252,75,7,Georgia Tech
52502,Witherspoon,Ahkello,SFN,CB,23,25,195,75,4,Colorado
58887,Robinson,Demarcus,KCC,WR,11,26,203,73,5,Florida
79463,Williams,Xavier,CNB,DT,71,28,309,74,6,Northern Iowa
86115,Sutherland,Keaton,CNB,G,65,23,316,77,2,Texas A&M
97699,Harris,Darius,KCC,LB,47,24,238,74,1,Middle Tennessee
44581,Toilolo,Levine,NYG,TE,85,29,268,80,8,Stanford
19262,Riley,Curtis,MNV,S,37,28,190,72,6,Fresno State
82400,Hill,Rashod,MNV,OT,69,28,313,78,5,Southern Miss
80890,Gostkowski,Stephen,TNT,K,3,36,215,73,15,Memphis
38036,Norton,Storm,LAC,OT,74,26,317,79,1,Toledo
25565,Gaines,Greg,LAR,DT,91,24,312,73,2,Washington
66672,Agholor,Nelson,LVR,WR,15,27,198,72,6,USC
37866,Ramsey,Jalen,LAR,CB,20,26,208,73,5,Florida State
97263,Crossen,Keion,HST,CB,35,24,185,70,3,Western Carolina
38781,Ferrell,Clelin,LVR,DE,96,23,265,76,2,Clemson
24284,Winovich,Chase,NEP,DE,50,25,250,75,2,Michigan
77662,Luton,Jake,JKJ,QB,6,24,224,78,0,Oregon State
51280,Ray,Wyatt,TNT,DE,57,24,250,75,1,Boston College
47155,Okudah,Jeff,DTL,CB,30,21,202,73,0,Ohio State
17531,Weatherly,Stephen,CAP,DE,91,26,265,77,5,Vanderbilt
10779,Ward,Denzel,CLB,CB,21,23,190,71,3,Ohio State
92077,Simmons,Jeffery,TNT,DT,98,23,305,76,2,Mississippi State
95152,O'Connor,Patrick,TBB,DE,79,27,270,76,2,Eastern Michigan
78867,Holtz,J.P.,CHB,TE,81,27,259,75,2,Pittsburgh
57758,Wiggins,Kenny,NYG,G,79,32,315,78,7,Fresno State
38362,Edoga,Chuma,NYJ,OT,75,23,308,75,2,USC
37891,Munson,Calvin,MMD,LB,48,25,245,72,2,San Diego State
53070,Vickers,Kendal,LVR,DE,91,25,295,75,1,Tennessee
25089,Sundberg,Nick,WAS,LS,57,33,254,73,11,California
93677,Moore,DJ,CAP,WR,12,23,210,72,3,Maryland
35750,Allen,Kyle,WAS,QB,8,24,210,75,2,Houston
65168,Muhlbach,Don,DTL,LS,48,39,258,76,17,Texas A&M
66125,Agim,McTelvin,DVB,DT,95,23,309,75,0,Arkansas
40914,Lee,Sean,DLC,LB,50,34,245,74,11,Penn State
63568,Vigil,Nick,LAC,LB,59,27,235,74,5,Utah State
75141,Gray,J.T.,NOS,S,48,24,202,72,3,Mississippi State
92332,Engram,Evan,NYG,TE,88,26,240,75,4,Ole Miss
17293,Armstrong,Cornell,HST,CB,30,25,185,72,3,Southern Miss
11238,Hamler,KJ,DVB,WR,13,21,178,69,0,Penn State
80221,Anderson,Henry,NYJ,DE,96,29,301,78,6,Stanford
78587,Ragland,Reggie,DTL,LB,59,27,252,74,5,Alabama
43750,Vaughters,James,CHB,LB,93,27,255,74,1,Stanford
73573,Phillips,Del'Shawn,BFB,LB,43,24,230,74,1,Illinois
95230,Taylor,J.J.,NEP,RB,42,22,185,66,0,Arizona
79444,Kalu,Joshua,TNT,CB,46,25,203,72,2,Nebraska
76796,Jenkins,Elgton,GBP,G,74,24,311,77,2,Mississippi State
92876,Vildor,Kindle,CHB,CB,22,22,183,71,0,Georgia Southern
45963,Omameh,Patrick,LVR,G,78,30,327,76,8,Michigan
72267,Day,Sheldon,INC,DT,91,26,285,73,5,Notre Dame
22853,Wentz,Carson,PHE,QB,11,27,237,77,5,North Dakota State
68625,Rowe,Eric,MMD,S,21,28,205,73,6,Utah
23075,Ekuale,Daniel,JKJ,DT,99,26,300,75,2,Washington State
29214,Firkser,Anthony,TNT,TE,86,25,246,74,3,Harvard
88051,Harris,Davontae,DVB,CB,27,25,200,71,3,Illinois State
63467,Curl,Kamren,WAS,S,31,21,198,74,0,Arkansas
51128,Cutting,Austin,MNV,LS,58,24,245,75,2,Air Force
81948,Locke,P.J.,DVB,S,37,23,202,70,1,Texas
63786,Johnson,Roderick,HST,OT,63,24,306,78,4,Florida State
55273,Rivers,Philip,INC,QB,17,38,228,77,17,North Carolina State
87498,Jackson,J.C.,NEP,CB,27,24,198,73,3,Maryland
50468,Jackson,Jonah,DTL,G,73,23,312,76,0,Ohio State
58699,Lynch,Aaron,JKJ,DE,59,27,285,77,7,South Florida
50067,Tart,Teair,TNT,DT,78,23,304,74,0,Florida International
76802,Wilson,Isaiah,TNT,OT,79,21,350,78,0,Georgia
84368,Burr-Kirven,Ben,STS,LB,55,23,230,72,2,Washington
75511,Carlson,Daniel,LVR,K,2,25,215,77,3,Auburn
91230,Peters,Jason,PHE,OT,71,38,328,76,17,Arkansas
62211,Cephus,Quintez,DTL,WR,87,22,208,73,0,Wisconsin
66566,Mancz,Greg,HST,C,65,28,302,76,6,Toledo
23587,Young,Chase,WAS,DE,99,21,264,77,0,Ohio State
39076,Ward,Charvarius,KCC,CB,35,24,198,73,3,Middle Tennessee
97066,Goodson,B.J.,CLB,LB,93,27,242,73,5,Clemson
79217,Hilton,T.Y.,INC,WR,13,30,183,70,9,Florida International
51532,Davis,Michael,LAC,CB,43,25,195,74,4,BYU
74155,Hemingway,Temarrick,WAS,TE,88,27,245,77,3,South Carolina State
61023,Raymond,Kalif,TNT,WR,14,26,182,68,4,Holy Cross
50795,Haskins Jr.,Dwayne,WAS,QB,7,23,218,76,2,Ohio State
74638,Way,Tress,WAS,P,5,30,220,73,7,Oklahoma
42786,Jones Jr.,Marvin,DTL,WR,11,30,198,74,9,California
48797,Mailata,Jordan,PHE,OT,68,23,346,80,3,
38270,Higgins,Tee,CNB,WR,85,21,215,76,0,Clemson
60076,Smith Jr.,Irv,MNV,TE,84,22,242,74,2,Alabama
16143,Johnson,Jaquan,BFB,S,46,24,191,70,2,Miami (FL)
68577,Brown,Marquise,BLR,WR,15,23,180,69,2,Oklahoma
20418,McFarland Jr.,Anthony,PTS,RB,26,22,193,68,0,Maryland
43345,Vernon,Olivier,CLB,DE,54,30,262,74,9,Miami (FL)
47794,Barton,Cody,STS,LB,57,23,237,74,2,Utah
33244,Bullock,Randy,CNB,K,4,30,210,69,9,Texas A&M
77515,Patrick,Tim,DVB,WR,81,26,212,76,3,Utah
81178,Haack,Matt,MMD,P,2,26,205,72,4,Arizona State
95366,Wilson,Damien,KCC,LB,54,27,245,72,6,Minnesota
78370,Yiadom,Isaac,NYG,CB,27,24,190,73,3,Boston College
78624,Blacklock,Ross,HST,DT,90,22,290,75,0,TCU
80402,Crawford,Tyrone,DLC,DE,98,30,290,76,9,Boise State
94153,Davidson,Marlon,ATF,DT,90,22,278,75,0,Auburn
55623,Lee,Elijah,CLB,LB,52,24,235,74,4,Kansas State
24486,Taylor,Trent,SFN,WR,15,26,180,68,4,Louisiana Tech
17267,Herndon,Tre,JKJ,CB,37,24,185,71,3,Vanderbilt
26127,Brown,Malcom,NOS,DT,90,26,320,74,6,Texas
30246,Ballentine,Corey,NYG,CB,25,24,191,72,2,Washburn
17042,Fells,Darren,HST,TE,87,34,270,79,7,UC Irvine
49984,Mone,Bryan,STS,DT,92,25,366,75,1,Michigan
11925,Joseph,Karl,CLB,S,42,27,200,70,5,West Virginia
71156,Bynes,Josh,CNB,LB,56,31,235,73,9,Auburn
45838,Saffold III,Rodger,TNT,G,76,32,325,77,11,Indiana
79143,Butler,Adam,NEP,DT,70,26,300,77,4,Vanderbilt
22757,Miles,Joshua,AZC,OT,66,24,314,77,2,Morgan State
15526,Harry,N'Keal,NEP,WR,15,22,225,76,2,Arizona State
57289,Watt,T.J.,PTS,LB,90,26,252,76,4,Wisconsin
63845,Ojemudia,Michael,DVB,CB,23,23,200,73,0,Iowa
53678,Jackson,Gabe,LVR,G,66,29,335,75,7,Mississippi State
99945,Burns,Brian,CAP,DE,53,22,250,77,2,Florida State
60416,Alexander,Kwon,NOS,LB,,26,227,73,6,LSU
28009,Pierre,James,PTS,CB,42,24,185,74,0,Florida Atlantic
49198,Myers,Jason,STS,K,5,29,190,70,6,Marist
57634,Smith,Malcolm,CLB,LB,56,31,225,72,9,USC
70854,Sanders,Jason,MMD,K,7,24,195,71,3,New Mexico
86546,Vaitai,Halapoulivaati,DTL,OT,72,27,320,78,5,TCU
29950,Cox,Fletcher,PHE,DT,91,29,310,76,9,Mississippi State
53635,Williams,Quinnen,NYJ,DT,95,22,303,75,2,Alabama
90489,Cook,Dalvin,MNV,RB,33,25,210,70,4,Florida State
99057,Stephen,Shamar,MNV,DT,93,29,309,77,7,Connecticut
15377,Thompson,Tedric,KCC,S,24,25,204,72,4,Colorado
26876,Smith,Jaylon,DLC,LB,54,25,240,74,4,Notre Dame
54521,Bozeman,Bradley,BLR,G,77,25,317,75,3,Alabama
33185,Square,Damion,LAC,NT,71,31,293,74,8,Alabama
18473,Smith,Kaden,NYG,TE,82,23,249,77,2,Stanford
55101,Ellefson,Ben,JKJ,TE,86,24,250,75,0,North Dakota State
21494,Dugger,Kyle,NEP,S,35,24,220,74,0,Lenoir-Rhyne
93243,Bray,Tyler,CHB,QB,8,28,223,78,6,Tennessee
78908,Smith-Williams,James,WAS,DE,96,23,265,76,0,North Carolina State
59020,Parkey,Cody,CLB,K,2,28,190,72,6,Auburn
46142,Froholdt,Hjalte,NEP,G,64,24,310,77,2,Arkansas
14978,Lowry,Dean,GBP,DE,94,26,296,78,5,Northwestern
54246,Pipkins III,Trey,LAC,OT,79,24,307,78,2,Sioux Falls
64015,Wilson,Eric,MNV,LB,50,26,230,73,4,Cincinnati
70727,Dunbar,Quinton,STS,CB,22,28,202,74,5,Florida
26280,Powers,Ben,BLR,G,72,24,310,76,2,Oklahoma
85319,Zuniga,Jabari,NYJ,DE,92,23,264,75,0,Florida
79298,Carlson,Stephen,CLB,TE,89,23,240,76,2,Princeton
53455,Johnson,Darryl,BFB,DE,92,23,253,78,2,North Carolina A&T
34428,Carr,Derek,LVR,QB,4,29,210,75,7,Fresno State
95324,Kearse,Jayron,DTL,S,42,26,215,76,5,Clemson
64030,Boykin,Miles,BLR,WR,80,24,220,76,2,Notre Dame
65577,Huntley,Jason,PHE,RB,32,22,193,69,0,New Mexico State
25007,McKenzie,Isaiah,BFB,WR,19,25,173,68,4,Georgia
98393,Skrine,Buster,CHB,CB,24,31,192,69,10,Chattanooga
30025,Hyder Jr.,Kerry,SFN,DE,92,29,275,74,5,Texas Tech
71289,Trubisky,Mitchell,CHB,QB,10,26,220,74,4,North Carolina
57203,Hector,Bruce,CAP,DT,77,26,296,74,2,South Florida
23698,Wylie,Andrew,KCC,G,77,26,309,78,3,Eastern Michigan
58843,Fitzpatrick,Ryan,MMD,QB,14,37,228,74,16,Harvard
48742,Breida,Matt,MMD,RB,22,25,195,70,4,Georgia Southern
60952,Liuget,Corey,HST,DT,94,30,300,74,10,Illinois
10017,Carrie,T.J.,INC,CB,38,30,204,72,7,Ohio
29176,Ferentz,James,NEP,C,66,31,300,74,4,Iowa
14125,Brown,Derrick,CAP,DT,95,22,318,77,0,Auburn
87388,Basham,Tarell,NYJ,LB,93,26,266,76,4,Ohio
51714,Okung,Russell,CAP,OT,76,32,310,77,11,Oklahoma State
87454,Ridley,Riley,CHB,WR,88,24,192,73,2,Georgia
57397,Scott,Nick,LAR,S,33,25,200,71,2,Penn State
64733,Miller,Anthony,CHB,WR,17,26,199,71,3,Memphis
66248,Alie-Cox,Mo,INC,TE,81,27,267,77,3,Virginia Commonwealth
28761,Boyle,Tim,GBP,QB,8,26,232,76,3,Eastern Kentucky
13897,Nall,Ryan,CHB,RB,35,24,239,74,2,Oregon State
18156,Hooper,Austin,CLB,TE,81,26,254,76,5,Stanford
94649,Hall,Tyler,ATF,CB,44,22,190,70,0,Wyoming
11294,Golden,Markus,AZC,LB,44,29,259,75,6,Missouri
23164,Bradley,Hunter,GBP,LS,43,26,241,75,3,Mississippi State
57477,Stenberg,Logan,DTL,G,61,23,315,78,0,Kentucky
34807,Daniel,Chase,DTL,QB,4,34,225,72,12,Missouri
41914,Gipson,Trevis,CHB,LB,99,23,255,76,0,Tulsa
78802,King,Kevin,GBP,CB,20,25,200,75,4,Washington
61093,Jenkins,John,CHB,NT,90,31,333,75,8,Georgia
12574,Johnson,Dontae,SFN,CB,27,28,200,74,7,North Carolina State
12624,Williams,Daryl,BFB,OT,75,28,330,78,6,Oklahoma
50359,Reagor,Jalen,PHE,WR,18,21,197,71,0,TCU
72328,Watson,Brandon,JKJ,CB,40,25,198,71,2,Michigan
19077,Claybrooks,Chris,JKJ,CB,27,23,179,69,0,Memphis
33849,Tunsil,Laremy,HST,OT,78,26,313,77,5,Ole Miss
84798,Fotu,Leki,AZC,DT,95,22,330,77,0,Utah
23401,Fluker,D.J.,BLR,G,70,29,342,77,8,Alabama
16698,Anderson,Calvin,DVB,OT,76,24,300,77,2,Texas
53547,Remmers,Mike,KCC,OT,75,31,308,77,8,Oregon State
92202,Elliott,Ezekiel,DLC,RB,21,25,228,72,5,Ohio State
71200,Everett,Gerald,LAR,TE,81,26,240,75,4,South Alabama
41508,Cunningham,Zach,HST,LB,41,25,238,75,4,Vanderbilt
38738,Powell,Brandon,ATF,WR,15,25,181,68,3,Florida
59252,Smith,Chris,LVR,DE,92,28,266,73,6,Arkansas
30075,Toth,Brett,PHE,OT,64,24,304,78,2,Army
68857,Patrick,Natrez,LAR,LB,57,23,242,75,2,Georgia
75739,Garrett,Myles,CLB,DE,95,24,272,76,4,Texas A&M
27422,Brooks Jr.,Antoine,PTS,S,25,23,210,71,0,Maryland
24941,Boettger,Ike,BFB,G,65,26,313,78,3,Iowa
84252,Dwelley,Ross,SFN,TE,82,25,235,77,3,San Diego
79412,Sorensen,Daniel,KCC,S,49,30,208,74,7,BYU
82585,Muhammad,Al-Quadin,INC,DE,97,25,250,76,4,Miami (FL)
50394,Mixon,Joe,CNB,RB,28,24,220,73,4,Oklahoma
35818,Pepper,Taybor,SFN,LS,46,26,245,76,3,Michigan State
57172,Epenesa,AJ,BFB,DE,57,22,280,78,0,Iowa
17947,Cockrell,Ross,TBB,CB,43,29,190,72,7,Duke
52670,Kalambayi,Peter,HST,LB,58,25,254,75,3,Stanford
52548,Tannehill,Ryan,TNT,QB,17,32,217,76,9,Texas A&M
28900,Fuller V,Will,HST,WR,15,26,184,72,5,Notre Dame
49187,Pryor,Matt,PHE,OT,69,25,332,79,3,TCU
81869,Ross,Daniel,LVR,DT,93,27,305,75,4,
68951,Thomas,Daniel,JKJ,S,20,22,215,70,0,Auburn
39033,Desir,Pierre,NYJ,CB,35,30,192,73,7,Lindenwood
81957,Jones,Byron,MMD,CB,24,28,205,73,6,Connecticut
14460,Easton,Nick,NOS,C,62,28,303,75,6,Harvard
49366,Lawrence,Dexter,NYG,DT,97,22,342,76,2,Clemson
22777,Rudolph,Kyle,MNV,TE,82,30,265,78,10,Notre Dame
91455,Griffin,Ryan,NYJ,TE,84,30,255,78,8,Connecticut
76601,Smith,Za'Darius,GBP,LB,55,28,272,76,6,Kentucky
99491,Flannigan-Fowles,Demetrius,SFN,LB,45,24,210,74,1,Arizona
12864,Thomas-Oliver III,Stantley,CAP,CB,23,22,190,72,0,Florida International
26845,Hendrickson,Trey,NOS,DE,91,25,270,76,4,Florida Atlantic
45320,Foles,Nick,CHB,QB,9,31,253,78,9,Arizona
23478,Givens,Kevin,SFN,DT,90,23,285,73,1,Penn State
76041,Slater,Matthew,NEP,WR,18,35,205,72,13,UCLA
59552,Hill,Brian,ATF,RB,23,24,219,73,4,Wyoming
46104,Johnson,Jakob,NEP,FB,47,25,255,75,2,Tennessee
41993,Harris,Nick,CLB,C,53,21,302,73,0,Washington
27647,Fenton,Rashad,KCC,CB,27,23,188,71,2,South Carolina
32458,Haden,Joe,PTS,CB,23,31,195,71,11,Florida
75974,Jones,Zay,LVR,WR,12,25,200,74,4,East Carolina
50821,Davis,Nate,TNT,G,64,24,316,75,2,Charlotte
97224,Peterson,Kevin,AZC,CB,27,26,185,71,4,Oklahoma State
64501,Dotson,Kevin,PTS,G,69,24,321,76,0,Louisiana-Lafayette
62492,Levine Sr.,Anthony,BLR,S,41,33,207,71,9,Tennessee State
56003,Lamb,CeeDee,DLC,WR,88,21,200,74,0,Oklahoma
91015,Agnew,Jamal,DTL,RB,39,25,190,70,4,San Diego
41734,Wilber,Kyle,LVR,LB,58,31,240,76,9,Wake Forest
15851,Pierre-Louis,Kevin,WAS,LB,54,29,230,72,7,Boston College
57213,Odum,George,INC,S,30,27,202,73,3,Central Arkansas
31416,Lamm,Kendall,CLB,OT,70,28,310,77,6,Appalachian State
50021,Harrison Jr.,Ronnie,CLB,S,33,23,214,75,3,Alabama
39770,Davis Sr.,Thomas,WAS,LB,58,37,235,73,16,Georgia
52924,Davenport,Marcus,NOS,DE,92,24,265,78,3,UTSA
95262,Henderson,CJ,JKJ,CB,23,22,204,73,0,Florida
97764,Ford,Cody,BFB,OT,70,23,329,75,2,Oklahoma
58471,Jackson,Robert,CLB,CB,34,26,207,74,2,UNLV
74970,Jones,Josh,JKJ,S,29,26,220,74,4,North Carolina State
10146,Burkhead,Rex,NEP,RB,34,30,215,70,8,Nebraska
35572,Hargrave,Javon,PHE,DT,93,27,305,74,5,South Carolina State
79216,Hopkins,Dustin,WAS,K,3,30,205,74,7,Florida State
81566,Simmons,Isaiah,AZC,LB,48,22,238,76,0,Clemson
38941,Bailey,Dan,MNV,K,5,32,190,72,10,Oklahoma State
